age,gender,education_level,device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,study_mins,physical_activity_days,sleep_hours,sleep_quality,stress_level,productivity_score,digital_dependence_score
20,female,high school,4.67,99,259,177,66,2.0,7.430556781342005,2.815104077689353,1.0,65.0,23.6
33,female,bachelor,12.53,271,393,73,82,7.0,6.961395968810358,1.361831728408312,6.665760919940905,65.29930112427833,61.7
13,male,high school,5.95,94,359,322,180,4.0,6.6226433754881535,3.120459817783141,6.121197661909302,68.0,28.1
15,male,high school,5.03,145,80,203,235,2.0,7.71090786190717,2.858556923476702,10.0,53.0,36.68415185296776
13,female,high school,4.21,102,192,64,8,7.0,9.075177249800843,4.337638401019396,1.6306763124953834,77.0,20.1
28,female,high school,7.83,95,285,231,199,4.0,6.2967835813150215,3.035316128641356,5.881145498482729,65.29930112427833,32.2
48,female,master,12.68,234,913,84,94,5.0,6.744841166077062,2.2068735061102376,9.847753572221052,67.0,73.2
33,male,master,6.03,90,253,91,59,0.0,6.783474451053804,3.706643210830671,10.0,68.0,27.0
29,female,high school,8.06,182,344,309,204,3.0,5.082770215246124,3.07097293911856,1.996214453224701,62.0,41.8
19,female,bachelor,7.82,119,960,72,120,4.0,5.782869300965383,2.091231045717805,5.9934651539563735,71.0,50.3
31,male,phd,8.51,143,686,544,133,4.0,5.829717257300528,2.141802260572192,7.818918801041593,60.0,48.5
22,female,bachelor,9.0,175,146,147,195,0.0,6.093687027467077,2.709196580468366,1.3372660878891858,74.0,37.4
17,female,high school,10.01,172,104,106,195,5.0,5.086161731984421,2.1520611421568607,1.0,52.0,38.7
24,female,master,9.3,239,293,597,102,2.0,5.6761801010222745,1.843691771227158,7.120785626666797,65.29930112427833,47.7
44,male,bachelor,9.67,136,219,571,48,3.0,6.775354134328205,2.0142398373470947,4.020739148070812,84.0,39.3
40,female,master,3.39,101,268,14,102,5.0,7.054651692387602,4.176761738576508,5.81323091519175,55.0,36.68415185296776
15,female,high school,14.62,342,253,184,178,6.0,4.629755519249062,1.3315455014414683,9.6508928267031,58.0,67.4
16,male,high school,5.09,127,186,134,277,1.0,8.324012558360987,2.836373077408601,10.0,70.0,24.6
25,male,bachelor,7.56,228,260,180,59,2.0,6.440830492508415,2.9283604412696813,8.062349344720339,67.0,41.8
14,female,high school,12.58,261,733,261,276,3.0,5.135407855458542,1.9484988559159453,10.0,69.0,67.6
34,male,phd,7.71,156,319,14,17,3.0,7.388907568108473,2.9991093433728966,4.070371332207744,70.0,38.3
37,female,high school,8.76,230,299,97,73,5.0,7.262708093496117,3.112815101500272,2.748364031990415,71.0,46.8
27,female,high school,7.64,134,86,33,38,2.0,8.270703884529896,2.8979487690864763,6.149640698824625,76.0,29.5
44,male,bachelor,6.77,116,146,192,0,4.0,7.553263232839975,5.0,4.857996068396567,69.0,29.2
32,female,bachelor,5.05,176,65,250,110,2.0,5.997531250167032,3.874540487476918,10.0,65.29930112427833,27.3
22,male,bachelor,5.45,134,310,69,85,7.0,8.97083722716605,3.2947262039552667,1.0,72.0,29.7
22,female,bachelor,4.51,64,515,32,99,5.0,8.60226097698585,4.11304490344898,9.771942016548577,84.0,26.4
31,female,master,5.71,98,538,196,96,4.0,7.908951370866503,3.032938462086201,5.832828641547697,64.0,34.2
31,male,high school,4.31,117,205,223,281,6.0,8.242877463806732,2.2655275381065225,2.609125027808717,55.0,24.2
31,male,high school,13.35,258,458,72,97,4.0,5.613308021839905,2.060695700429213,7.058063865486727,76.0,63.4
26,male,master,13.67,288,186,81,66,5.0,6.332100434660644,1.1491629755446648,9.867675758000138,64.0,59.7
40,male,bachelor,7.62,213,92,99,218,3.0,6.746092744442235,1.0,1.048502974401197,43.0,38.5
21,male,bachelor,9.09,217,213,614,15,3.0,7.067839844068134,1.0,3.9847533432774,73.0,42.8
30,female,high school,3.92,78,500,155,80,3.0,9.730698906218503,3.9985615479398966,6.109888445228895,60.0,27.3
18,female,bachelor,7.2,225,162,85,79,1.0,7.099708326824377,1.7923541564131806,5.184367421453779,64.0,37.6
30,male,bachelor,5.81,80,210,67,206,3.0,7.775990885816864,2.076291858554169,8.100770643891561,68.0,24.3
43,male,high school,5.04,93,403,251,13,4.0,7.561582080736906,3.9374636551286897,1.0,67.0,29.7
32,female,master,6.43,180,249,502,69,4.0,7.167524724954114,2.0911433751264203,1.0,72.0,35.3
23,female,bachelor,12.17,182,176,47,7,1.0,6.081873395625499,1.0,4.310967807492609,61.0,46.7
34,female,master,8.82,182,138,167,179,5.0,7.069212012682367,2.1588888085346216,2.893359971619593,70.0,38.6
13,female,high school,5.97,117,1077,95,0,4.0,9.820041691658194,3.060735653619824,9.978564476927884,62.0,48.5
37,female,high school,15.23,290,50,173,150,2.0,6.538846450252471,2.9196896972756283,10.0,72.0,60.9
23,male,master,8.56,151,127,74,95,0.0,6.462297207403254,1.7757952179286547,3.3210799254743604,71.0,33.9
23,female,master,10.69,217,268,114,0,1.0,6.278330717714502,1.7759767083560185,5.262857115899057,56.0,36.68415185296776
31,female,master,3.56,60,297,13,190,2.0,8.429634814638295,3.907115512253381,2.075849881521357,76.0,19.4
22,male,bachelor,4.17,79,625,229,84,1.0,6.563814695289858,2.803105245446453,1.359982237413519,60.0,30.4
48,male,bachelor,5.9,40,332,112,0,3.0,6.799143731333805,1.9173519547298592,2.84512374482911,65.29930112427833,25.7
37,female,high school,8.84,196,785,106,106,3.0,7.462000636701762,1.007898873471799,1.0,69.0,56.5
20,male,high school,3.59,94,134,132,58,2.0,7.112626367603361,3.863937709910175,1.1030270382445782,83.0,16.9
16,male,high school,7.81,205,150,80,0,2.0,7.475948961143654,1.0,3.916276865292424,63.0,37.0
33,female,phd,7.98,152,144,141,260,6.0,7.022632774030532,2.1847387724963268,1.606042595539226,62.0,34.3
32,male,bachelor,5.0,108,281,70,91,4.0,8.398595510303867,3.0119800734332363,9.980789803219508,65.0,26.8
25,male,bachelor,8.44,161,570,91,0,2.0,7.5534096903774,2.943579681603882,3.146215049398402,62.0,46.3
22,male,bachelor,7.71,102,167,258,82,4.0,7.903116418888143,2.0595846753657967,4.056617523979575,73.0,28.7
35,female,phd,8.05,171,184,28,102,5.0,6.4979310100914525,4.200928799219148,2.9478718997579176,49.0,37.7
38,female,high school,5.03,139,448,71,92,3.0,8.729153886515396,1.9387125631794824,1.0,54.0,34.6
29,male,bachelor,6.3,126,108,128,59,1.0,7.439285734131924,3.855979581142443,4.2753642765232325,54.0,27.1
46,female,master,4.48,78,212,25,132,1.0,9.37945317265312,4.954252233288014,1.0,75.0,22.3
24,male,bachelor,9.53,208,518,62,13,4.0,6.607779326472821,5.0,1.7183600807857835,82.0,50.9
22,male,bachelor,5.28,101,664,304,96,4.0,6.810696273721162,3.0950074614540504,5.8192018811500565,64.0,35.8
38,male,high school,8.26,113,320,76,33,4.0,6.611619490437266,2.086600901549163,2.938820682464057,63.0,36.5
49,female,master,6.42,85,321,65,178,4.0,8.584590223269062,3.9808212519666015,5.980048698915956,66.0,30.7
46,male,bachelor,4.84,108,475,205,102,0.0,8.727656844396321,2.761677308824233,1.3799916597032378,77.0,32.3
40,female,master,13.01,259,268,224,97,3.0,5.255014399049393,1.0,6.965882302927901,56.0,36.68415185296776
30,male,high school,6.86,101,338,131,25,7.0,8.572589829109985,3.278591579958252,1.0,67.0,31.8
15,female,high school,7.54,156,40,156,164,3.0,7.699107908266918,2.9278385560308906,5.1558750226455246,75.0,29.0
32,female,phd,10.3,187,917,59,0,3.0,6.377355518830073,1.0067395367574865,10.0,70.0,62.2
13,male,high school,6.01,158,181,56,175,3.0,5.897461965865627,2.923420187760604,1.1164474467123915,67.0,29.1
30,male,high school,6.84,130,145,329,48,3.0,7.291076790219797,4.07872265497523,4.992541436508737,65.29930112427833,29.1
24,male,master,2.93,81,268,39,83,4.0,8.43759750452641,4.0576334725123,3.0168413720322067,38.0,36.68415185296776
16,female,high school,8.14,162,164,170,125,5.0,7.976000426129551,3.070644309545326,9.835914475233343,72.0,34.2
39,male,high school,10.53,184,306,54,78,0.0,6.77040454928934,1.7066866300344432,10.0,58.0,47.8
48,male,master,6.96,121,461,53,0,6.0,7.959038470221778,3.1977875886169183,4.746975473384098,47.0,39.2
19,male,high school,9.01,260,276,62,92,0.0,5.340537304608821,1.8530052766470524,1.3470991062969535,70.0,47.8
20,female,bachelor,3.75,101,173,112,70,2.0,8.356339345036657,2.847926283803901,4.07499216046438,79.0,19.0
25,male,bachelor,13.68,213,829,119,10,4.0,4.790607871724315,1.0461141551753237,9.92419570913182,65.29930112427833,69.6
28,female,master,10.11,248,206,150,95,4.0,5.433748367690541,1.0250335998446416,10.0,75.0,48.3
50,male,master,9.96,233,234,207,35,3.0,6.596030238024126,1.9970032990202176,2.001961435920121,81.0,49.2
25,female,bachelor,3.43,40,106,53,28,1.0,7.979711609468645,2.7861769168623662,6.321772997611827,78.0,11.8
45,female,bachelor,7.11,139,132,423,178,1.0,8.013775109506458,2.755318254240633,4.30927087025259,81.0,31.4
24,male,bachelor,3.08,72,301,369,191,7.0,8.639859081738228,3.281814220138357,1.0,72.0,18.8
30,female,master,7.36,134,292,34,29,2.0,9.194535222376444,3.877186038977764,2.254896366763731,66.0,34.7
45,male,master,9.09,89,106,3,193,4.0,7.097524377232174,2.0223127994566923,1.0,49.0,32.1
13,male,high school,15.21,300,157,182,96,3.0,4.066878395447083,1.0,7.158043249354164,65.29930112427833,62.5
32,male,bachelor,9.96,300,190,77,138,4.0,7.309202897363776,1.111159808231943,3.965496800739421,57.0,52.8
24,male,master,3.96,58,333,207,118,5.0,7.986697157727627,4.115822651221276,7.822984510610851,87.0,20.0
33,male,master,4.76,60,239,98,40,7.0,7.780586114148457,4.234872566004245,2.540203957402098,63.0,21.2
14,female,high school,7.85,141,248,121,116,4.0,7.239775455288581,4.0288192201479,1.92370582380534,66.0,33.8
19,female,bachelor,3.6,147,164,55,275,5.0,6.491367147460385,4.13452644490792,1.0,71.0,36.68415185296776
40,female,high school,5.71,82,268,77,48,3.0,6.462627767852044,2.905226892913567,6.9366157895250815,65.0,36.68415185296776
19,male,bachelor,6.38,117,268,249,190,7.0,8.183397362675889,2.372877847128488,4.593818834011697,82.0,36.68415185296776
26,female,master,15.04,300,243,295,204,3.0,6.297862433072375,1.0154193486164482,9.972975245937388,59.0,65.6
29,male,master,10.07,266,129,150,132,3.0,7.068370685461435,1.0435490119220736,1.0841588418634565,67.0,48.0
26,male,bachelor,3.52,50,696,74,0,4.0,9.244052237476463,4.071531424612277,6.035269080274399,58.0,28.6
14,male,high school,3.5,70,266,199,133,2.0,6.638049291886489,3.787470858637872,10.0,52.0,18.3
13,female,high school,11.66,279,314,197,7,6.0,4.659298715438281,1.2884609913633347,3.854725544227475,59.0,56.4
34,male,high school,13.85,264,728,22,51,2.0,6.75073203986477,1.0,7.133508275723354,65.0,72.6
32,female,bachelor,11.49,179,475,143,144,3.0,6.573650996491812,1.0,9.959277789550072,61.0,53.3
21,female,bachelor,4.63,115,374,76,120,4.0,8.845122349409857,3.0597412755356648,3.9913870246327976,58.0,28.1
23,female,bachelor,3.59,89,73,123,65,3.0,8.897802479217129,1.040951867074642,1.00156314208475,51.0,16.1
22,male,bachelor,13.04,251,62,178,155,5.0,6.332080095130308,1.1844740186322709,1.0,64.0,51.6
29,female,high school,2.31,48,688,170,1,4.0,6.3707752847997865,4.097239074346694,1.898424382679177,50.0,25.9
48,male,high school,12.13,200,287,87,239,2.0,6.763669565699949,1.0,5.078453323924973,73.0,52.9
29,male,high school,13.75,311,181,55,109,4.0,5.537202338260251,2.035544642033287,9.988686404808297,66.0,62.0
21,female,high school,4.47,120,399,145,61,7.0,8.084856455362722,5.0,4.588323955597575,50.0,29.0
34,male,high school,5.77,103,153,446,106,3.0,6.567512341934763,1.0,1.0,62.0,25.2
37,female,master,11.15,240,98,86,63,5.0,5.548063863051799,1.1762755573011183,6.868338594024407,57.0,48.6
16,male,high school,7.09,145,95,169,5,4.0,5.85160781069607,2.093430901562654,8.834320054134242,68.0,28.6
14,female,high school,7.86,149,450,87,13,0.0,6.355729536754665,1.7619535100094954,6.264557260918166,78.0,39.3
45,female,master,11.38,246,910,98,211,3.0,6.519539484682152,1.0,10.0,46.0,71.4
40,male,phd,7.09,115,808,33,138,2.0,8.73623823197506,1.89855514932824,10.0,66.0,46.4
43,female,high school,5.21,50,709,316,0,5.0,7.220176639001623,4.126366967898016,6.6389381955329325,63.0,34.4
29,female,bachelor,5.47,64,281,40,125,3.0,7.831500789470614,1.9804416548291115,7.087108419142074,72.0,23.7
25,female,bachelor,7.31,179,282,139,138,3.0,8.475983114076598,2.9343241428138143,10.0,67.0,37.6
30,female,master,7.78,131,529,403,169,3.0,6.610895684983443,1.9058010792211733,1.0198670906541043,57.0,41.7
30,female,bachelor,4.28,54,282,227,144,5.0,8.81305102542958,3.154966585933403,1.0,62.0,20.4
27,female,bachelor,4.58,50,327,68,69,1.0,9.227735777488144,2.794456021661015,10.0,57.0,21.9
35,male,master,8.06,223,118,123,84,7.0,7.482325221719343,2.320313598813548,1.0,76.0,39.7
39,male,bachelor,7.04,144,596,67,206,4.0,6.773043066792509,4.018379299453654,7.048855832181404,65.0,43.4
24,female,master,8.02,142,353,91,145,3.0,8.03232398049363,4.042835906765768,5.919181061920402,84.0,37.4
23,female,master,5.08,100,180,149,42,4.0,8.777838277321829,3.101978260466431,5.966356635550313,64.0,23.0
13,male,high school,10.46,245,1201,282,19,4.0,6.405928675457797,1.066766373765187,9.98213632252627,58.0,73.2
38,male,phd,9.61,215,181,343,154,3.0,8.422122604186594,1.9613759540718367,3.976507359478484,50.0,45.3
32,female,high school,14.03,268,615,338,418,4.0,5.491337395329018,1.0945454622278026,4.848867886593918,65.29930112427833,70.8
24,male,bachelor,7.12,140,233,326,0,6.0,8.170734494707396,2.23132169629328,3.7991148630917335,49.0,33.1
21,female,bachelor,10.63,178,347,60,122,1.0,7.104078183021687,2.8242002969441486,10.0,68.0,46.7
27,male,bachelor,7.76,186,123,385,191,2.0,7.991418687036983,1.944299001622357,2.0952592432141195,70.0,35.3
38,male,bachelor,2.6,40,531,8,222,3.0,8.434765085997356,3.0433671824614668,5.108264217341934,49.0,22.7
22,female,high school,6.76,131,167,409,92,2.0,7.931713300946905,2.8295351719200994,1.0,74.0,36.68415185296776
26,female,phd,3.82,56,217,125,167,5.0,8.605097221645483,4.07929045656716,6.680482290676804,60.0,17.5
28,female,high school,7.53,120,186,192,177,2.0,7.257469499865564,2.8531426948704364,5.283557090038446,66.0,31.0
24,female,bachelor,11.18,235,255,266,112,3.0,7.331897794095225,1.0,5.9948786396427565,81.0,50.4
21,male,bachelor,4.47,98,628,188,155,6.0,8.125380964305048,4.208556879252952,1.0,74.0,32.2
42,female,high school,6.1,110,234,156,0,6.0,6.412960846294519,3.241700128293634,4.73820366614423,62.0,29.4
44,female,high school,6.67,150,103,0,54,0.0,7.436405807212475,2.7313155292032434,2.4068242184925124,56.0,31.1
47,male,high school,6.71,147,667,135,136,4.0,8.841525256626017,3.025218936257248,3.0876549855194604,43.0,46.0
31,female,high school,6.41,129,159,109,188,3.0,7.549673075817448,1.0283632625975925,1.0,58.0,36.68415185296776
16,female,high school,4.17,123,54,436,16,5.0,7.456975038979023,5.0,5.890329960801208,63.0,19.0
14,female,high school,7.43,165,222,480,190,4.0,8.474769536903018,3.069074166706209,1.0,55.0,34.5
28,female,high school,2.47,58,166,98,105,6.0,8.861935149782303,3.269406045776397,1.0,64.0,13.3
35,female,bachelor,7.4,142,231,15,72,4.0,7.637256543146698,3.0457629213953363,8.99374853780144,66.0,34.3
29,female,high school,5.96,111,228,32,37,0.0,7.742294799099858,3.835397147582094,7.43155999614311,63.0,27.8
18,female,bachelor,3.75,87,138,110,64,4.0,7.10140943365655,4.029534268144305,9.820209619417184,58.0,17.3
16,female,high school,14.85,321,430,65,170,3.0,6.301543664146456,1.0719377849667795,10.0,67.0,70.5
43,female,high school,5.55,45,294,229,184,0.0,7.733552718326211,2.683649684855239,10.0,69.0,24.0
44,male,master,8.94,175,227,214,25,2.0,7.329207263680572,2.9180299762883983,4.052967055975063,54.0,41.9
17,female,high school,5.53,96,355,155,70,2.0,7.312004191088442,2.8600291227040646,10.0,79.0,27.1
22,female,bachelor,13.85,242,466,286,215,4.0,3.0265008601902816,1.1079033241869474,10.0,64.0,63.0
34,male,high school,5.38,59,310,99,46,1.0,8.681299939077356,2.788359457154697,1.0,65.0,24.4
39,female,high school,6.16,127,204,122,256,2.0,7.565587115847824,2.9066992906765807,10.0,72.0,29.6
14,male,high school,6.75,113,145,140,194,6.0,9.14488327890576,3.1791672057293305,1.0,67.0,26.2
36,female,bachelor,10.81,230,460,232,52,2.0,7.490768613332331,1.9390169898277072,4.119766907068927,75.0,55.6
42,male,bachelor,7.74,105,524,54,81,5.0,6.700762454711643,3.099022098902694,9.729978847052678,68.0,40.1
33,female,bachelor,15.37,224,272,22,163,4.0,5.418961913502055,1.136095760575026,9.897387855397078,59.0,61.2
46,male,bachelor,8.01,114,303,25,135,3.0,5.662744763113221,2.922240519393065,2.146942847049616,69.0,36.2
24,male,bachelor,2.25,65,250,166,41,5.0,9.279606809672162,4.064528266018244,2.8299229838515427,54.0,15.4
26,female,bachelor,8.77,163,268,296,149,4.0,7.183906036548189,2.099502622241847,1.0852193029406436,66.0,36.68415185296776
17,female,high school,14.2,270,159,242,114,4.0,5.812861086118442,1.022342836324717,9.989801436317116,65.0,57.9
47,female,bachelor,5.99,128,1193,71,0,3.0,8.660035944842832,2.9716785090686577,1.985694785433675,63.0,55.7
29,female,phd,8.82,176,260,67,0,1.0,6.04898355092387,1.7961590298558323,1.254391320960382,64.0,40.8
29,male,bachelor,5.01,90,302,116,141,1.0,8.381453623610224,2.746640674189984,10.0,46.0,26.1
37,female,bachelor,3.57,36,470,157,188,6.0,8.206883380442221,5.0,9.66426628350622,60.0,22.7
43,male,bachelor,6.62,150,99,91,45,1.0,7.768198393598333,3.8755168822962336,1.0,66.0,30.6
34,female,phd,6.84,156,256,196,149,7.0,5.453505162888432,2.3417357992934456,4.692718028631815,67.0,34.8
26,female,bachelor,4.49,43,92,470,0,3.0,8.67344008177422,3.983630012872431,5.106167339465688,55.0,15.0
23,female,bachelor,11.64,278,561,181,40,3.0,7.911691676382317,1.02765378939289,1.0,78.0,62.9
24,male,bachelor,4.07,51,831,319,122,6.0,7.220429405632763,3.1587183762967004,1.0,56.0,33.3
20,male,bachelor,5.19,111,323,52,35,4.0,8.998542936512303,2.0356523018926427,1.0,75.0,27.2
47,male,bachelor,11.21,185,506,110,0,1.0,6.417795067779393,1.8320613345841288,9.400834919751798,69.0,55.1
20,male,high school,4.67,142,157,58,126,2.0,7.232409935162486,3.885634989803521,6.290441490346041,59.0,36.68415185296776
45,male,high school,4.92,59,493,28,36,3.0,8.601081788376701,3.9596992082173066,9.918952357297352,83.0,28.5
20,female,bachelor,8.79,157,426,615,151,3.0,6.923894091115327,1.0,1.0,53.0,42.9
22,female,bachelor,3.64,85,278,111,271,0.0,7.568676312125795,3.6283193745187248,1.2765150494950956,74.0,20.3
22,female,bachelor,5.95,87,536,104,190,0.0,8.910866937875138,3.773279765198342,4.281302823265592,75.0,32.6
30,male,phd,6.72,151,450,113,116,3.0,6.937527206175116,2.9842014534037458,3.0631556894859853,58.0,38.8
28,female,master,5.6,101,180,248,110,1.0,7.788338549907993,1.857371006458123,1.0,79.0,24.3
28,female,master,4.12,95,551,158,202,2.0,7.738909545289576,2.8702939340364577,6.309600241735167,62.0,30.2
23,male,bachelor,4.65,182,199,185,96,3.0,5.64969326379252,3.936401480499755,1.1896538909116847,68.0,29.3
24,male,master,6.16,111,252,130,149,5.0,6.905248705545674,3.132137060266482,5.823736856560809,68.0,28.3
35,male,high school,3.81,52,200,21,213,3.0,7.834600362518192,4.014750357171775,7.193705597637137,64.0,17.5
37,male,bachelor,5.49,145,184,19,286,2.0,8.554580230646353,2.8805831203949936,1.0,73.0,28.9
26,female,bachelor,12.77,260,277,206,79,2.0,5.136056306195957,1.0,10.0,73.0,57.3
26,male,bachelor,3.22,105,479,112,138,0.0,6.692313239822119,4.682071043671206,7.196080847210141,48.0,27.4
25,male,bachelor,10.25,224,890,190,0,0.0,5.301282883997308,2.724314087292367,9.339380603935329,78.0,63.6
13,female,high school,4.37,136,158,115,201,1.0,5.954271461824593,3.8087653803437167,5.198735446116898,48.0,23.3
29,male,bachelor,3.8,82,659,103,46,1.0,7.9195869997069295,3.8735905847437135,10.0,75.0,30.9
17,female,high school,14.38,316,342,617,265,3.0,5.2999027303828505,1.0,10.0,76.0,66.5
35,male,bachelor,8.69,119,479,124,340,2.0,8.074554726223788,2.9794596070590864,9.148833771186103,54.0,42.1
46,male,high school,6.92,110,117,66,150,1.0,8.628649793598887,1.744886847550244,1.2921999959135086,65.29930112427833,28.8
19,female,high school,5.37,133,583,609,0,1.0,8.941308800087647,3.818767032768182,1.0,54.0,36.6
29,female,high school,12.59,205,166,47,97,0.0,5.730138474338678,1.0,9.389726896937765,63.0,49.9
23,female,bachelor,11.79,301,358,212,176,5.0,7.292083010752361,2.162814321813994,8.789084491845772,62.0,60.6
28,male,bachelor,6.64,143,72,600,3,2.0,7.383042612631661,2.851487734321932,4.15979093446326,73.0,27.7
27,male,bachelor,7.17,170,728,203,109,4.0,7.527899066833743,2.1361473353084346,6.007359429834718,78.0,47.7
32,male,master,5.71,100,438,173,0,5.0,9.620410886188274,3.132457859008239,1.0,79.0,31.5
33,female,phd,13.9,182,473,86,46,1.0,5.182543119287721,1.0,10.0,59.0,59.3
32,female,bachelor,10.94,253,120,147,0,6.0,5.016243684311357,1.2108930560107285,6.708258187235812,63.0,49.2
23,female,master,5.59,149,91,84,0,3.0,6.837741126880871,3.956382298597129,9.996137982619503,48.0,26.5
22,female,high school,2.84,68,373,65,61,0.0,8.454941480144676,4.871548201063226,1.0,57.0,19.9
27,male,bachelor,10.9,250,258,126,109,2.0,6.84241757262307,2.944652911120627,10.0,75.0,51.6
15,male,high school,6.7,153,224,76,6,3.0,9.126811666442771,3.9745234425265457,1.0,81.0,31.2
27,female,master,8.21,150,229,82,168,4.0,8.059833162173405,3.0463291840779325,3.8739731115799776,53.0,36.6
50,female,phd,4.21,82,292,238,102,2.0,6.307500288681773,3.9397085742684497,2.2311567913892687,59.0,24.9
13,male,high school,2.26,50,621,231,114,6.0,7.1141169254515,5.0,1.0,65.0,22.3
35,male,high school,6.43,110,962,102,199,5.0,6.812856403654148,1.9862321659686184,1.8610574153578163,68.0,47.9
19,male,bachelor,6.25,190,233,115,205,1.0,9.449215903672972,1.844420745284285,2.4083616247015813,57.0,34.6
26,female,high school,13.86,231,224,65,277,1.0,5.572806358598021,1.0,10.0,69.0,56.1
23,male,bachelor,6.47,174,177,132,200,0.0,7.811618914534967,2.666829252861511,1.0,60.0,32.6
41,male,master,3.7,72,31,100,252,6.0,9.08309173176576,4.255705012512618,7.851449252685572,65.0,15.1
23,male,bachelor,9.73,151,231,102,47,2.0,5.189948977112604,1.0044651318222897,4.225967683277398,70.0,39.4
43,male,bachelor,3.87,39,1201,135,151,1.0,9.942291828448615,3.840110884889008,10.0,65.0,42.7
14,male,high school,6.68,137,155,173,108,2.0,9.087700155311651,3.94717715325722,5.195160979194053,61.0,28.5
31,male,bachelor,3.44,41,596,252,157,5.0,7.703568578952511,2.222015616532872,3.721263496636305,64.0,25.4
17,male,high school,3.04,79,317,44,23,4.0,8.306366156580593,5.0,1.0,64.0,19.2
25,male,bachelor,3.47,123,521,248,149,3.0,7.301230355742204,1.8791618024827887,5.9889054858146,61.0,30.0
13,male,high school,4.35,99,196,94,3,3.0,7.91925024579055,3.00488367790661,4.216528469959097,62.0,20.7
13,male,high school,1.7,59,414,79,191,1.0,9.893466886917931,3.799890510725546,1.0,81.0,16.0
27,male,phd,6.16,147,231,83,121,4.0,8.31083283080824,2.9832163457193155,1.0,71.0,31.0
14,male,high school,10.62,274,200,125,158,7.0,6.308547274298511,1.2876704523213776,2.527714389409192,62.0,50.6
21,female,bachelor,9.45,129,341,143,152,2.0,5.290746835566086,1.928533099833908,1.1885772994286257,72.0,39.5
26,female,bachelor,8.67,151,163,99,53,4.0,7.216510374328922,3.044476435099675,8.942176353629653,62.0,35.7
50,male,high school,6.28,118,547,257,155,1.0,7.28293523069534,1.7729297060108664,6.337245934765301,77.0,38.8
32,female,master,5.64,90,363,76,213,5.0,7.387078371379905,3.1206343089198256,4.877954557373321,69.0,28.8
20,female,bachelor,8.91,143,216,65,107,2.0,6.667307286271083,2.891181907879309,1.0333611707362391,64.0,36.68415185296776
44,male,bachelor,11.26,170,183,54,220,4.0,7.403612519318791,1.0,9.866184420615314,69.0,45.4
17,male,high school,10.23,189,165,186,118,5.0,4.102090604916178,3.124670914276116,9.933480083949195,49.0,42.2
24,male,bachelor,6.18,155,199,107,158,4.0,7.34244665919388,2.9847079947306483,1.0,54.0,31.1
37,female,phd,9.93,188,175,185,58,1.0,6.2014782118392695,1.845222385148673,1.345312562044617,53.0,43.4
37,male,master,8.22,113,296,175,118,4.0,6.407047378520861,2.973872889558554,9.918792166382918,66.0,35.7
21,female,bachelor,13.02,225,272,174,0,2.0,6.435866831280613,1.0,6.066379844211083,82.0,54.1
39,female,bachelor,6.98,99,207,131,116,3.0,4.233125008110206,1.9515821212804376,10.0,87.0,28.8
28,female,bachelor,4.96,118,155,80,117,6.0,7.797971477529823,2.1845455201928083,1.6402969423141456,71.0,23.8
33,female,high school,5.23,151,271,347,111,1.0,8.92075068166374,3.826993817412717,1.0,70.0,30.7
37,male,bachelor,6.67,117,53,38,144,5.0,8.267755660883404,1.0885079396734814,1.840327840612352,47.0,26.7
24,male,bachelor,5.44,95,194,146,163,2.0,7.397068811131516,3.90609301885088,1.1847207657036862,60.0,23.9
25,female,master,9.76,208,140,36,102,3.0,5.365818650593505,1.0,5.91006419448481,57.0,42.6
22,male,bachelor,3.22,96,255,56,97,1.0,7.336628819699434,2.78443436193138,1.0,59.0,20.2
43,female,master,6.1,90,217,21,74,2.0,8.860156326346843,2.912423439610833,4.096863099629385,63.0,27.3
49,female,bachelor,12.7,143,214,52,106,1.0,6.558852186212694,1.0,10.0,60.0,48.0
42,female,bachelor,8.42,107,590,145,222,2.0,7.204379605216486,1.8289388660562589,3.1544071280048107,45.0,44.2
19,female,high school,8.75,183,351,169,0,6.0,6.802527756745048,3.2241055809019263,1.6737047761429842,65.29930112427833,42.5
29,male,bachelor,2.84,57,74,171,137,6.0,8.325550101263488,5.0,3.828311965545855,65.29930112427833,12.1
46,female,master,3.14,59,152,60,0,2.0,8.95646946493954,2.900590368384846,1.0,65.29930112427833,16.1
31,male,high school,5.81,133,268,580,323,2.0,7.987960784706329,2.908537692980448,5.238338621989528,86.0,36.68415185296776
21,male,bachelor,7.95,204,404,309,190,1.0,7.118287306233131,2.815139865237968,5.210712400963952,56.0,44.3
46,male,phd,8.42,143,198,0,49,1.0,8.135548709361403,1.0,1.1733053098096298,40.0,37.8
19,female,bachelor,7.03,125,178,67,109,3.0,6.027150077072078,2.976912189090068,1.0438418946962031,62.0,29.3
40,male,phd,4.08,97,68,70,0,6.0,9.017321465849896,4.111329110547644,1.0,76.0,18.7
40,male,bachelor,7.26,86,415,170,13,2.0,7.415234653038313,3.804761501411284,2.095086505480296,85.0,33.9
34,female,high school,8.16,114,187,43,86,1.0,9.621709980336409,1.9086685465597224,7.156246460869819,53.0,32.9
21,female,bachelor,6.01,82,983,25,272,4.0,6.958885196430912,4.051928611690836,5.927445204674697,70.0,43.7
40,male,phd,9.23,152,474,14,306,4.0,5.793847268130115,3.099437100923748,9.898441086195945,60.0,46.3
